,LEMMA,freq,POSTAG
3989762,Worm,12,SP
3989951,unicum,12,S
3989968,TANTE,12,
3989969,slam,12,SW
3989992,Shanks,12,SP
3990066,seppia,12,S
3990082,regnum,12,
3990083,ragù,12,S
3990119,paul,12,
3990120,Noldor,12,
3990121,Nesci,12,
3990122,Mouth,12,SP
3990132,Moisés,12,SP
3990380,milza,12,S
3990390,Millar,12,SP
3990398,Malo,12,SP
3990402,Kisame,12,
3990403,Ilvo,12,SP
3990651,Gliese,12,SP
3990654,Gideon,12,SP
3990669,Essi,12,SP
3990680,Essen,12,SP
3990689,Door,12,SP
3990693,Cupido,12,SP
3990698,Cimone,12,SP
3990728,Camel,12,SP
3990740,Botti,12,SP
3990744,Avery,12,SP
3990750,Vaughn,12,SP
3990756,tracks,12,SA
3990757,tracks,12,S
3990758,Thule,12,SP
3990768,Strong,12,SP
3990774,Steffy,12,SP
3990800,Steffy,12,I
3990842,Steffy,12,CS
3990963,Steffy,12,SW
3990966,Scià,12,SP
3990976,sack,12,
3990977,Ruta,12,SP
3990987,purchè,12,S
3990988,purchè,12,B
3990989,purchè,12,V
3990990,purchè,12,CS
3991009,purchè,12,A
3991016,purchè,12,CC
3991025,purchè,12,I
3991030,Olmert,12,SP
3991037,Olmert,12,I
3991102,Neruda,12,SP
3991108,Nami,12,
3991109,Maker,12,SP
3991111,Maia,12,SP
3991118,Loch,12,SP
3991126,Kaos,12,SP
3991132,invaso,12,A
3991134,invaso,12,S
3991179,henry,12,SW
3991432,harem,12,SW
3991442,HANNO,12,
3991443,gladio,12,S
3991458,Frisia,12,SP
3991462,Frigia,12,
3991463,Fonit,12,
3991464,Enti,12,SP
3991474,desto,12,A
3991496,Butch,12,SP
3991497,Brunei,12,SP
3991515,Broch,12,SP
3991761,Bonito,12,SP
3991768,Björn,12,SP
3991771,Avon,12,SP
3991831,Attalo,12,SP
3991832,topic,12,SW
3991833,topic,12,S
3991852,suit,12,S
3991858,suit,12,SW
3991862,sfinge,12,S
3991890,scott,12,
3991891,renano,12,A
3991896,Reina,12,SP
3991911,Pikaia,12,SP
3992170,patris,12,
3992171,nodale,12,A
3992181,Nitti,12,SP
3992185,Nails,12,SP
3992189,Nails,12,S
3992191,Nagai,12,SP
3992195,Morale,12,SP
3992196,mezza,12,S
3992455,Mesina,12,
3992456,Meier,12,SP
3992472,Kael,12,
3992473,incavo,12,S
3992482,Hutton,12,SP
3992492,Giuni,12,
3992493,Gians,12,SP
3992669,Gians,12,V
3992764,Enoch,12,
3992765,Dome,12,SP
3992771,Cheng,12,SP
3992774,Champ,12,SP
3992776,Cats,12,SP
3992784,Cats,12,S
3992791,Carly,12,SP
3992793,Ando,12,SP
3992802,Ando,12,I
3992806,Alcamo,12,SP
3992809,ADHD,12,S
3992815,union,12,S
3992816,simona,12,
3992817,Seed,12,SP
3992818,Seed,12,S
3992826,Savi,12,SP
3992856,Rostov,12,SP
3992860,Paco,12,
3992861,Mordor,12,
3992862,minuta,12,S
3992945,Maple,12,SP
3992949,Mahone,12,SP
3992967,Lodo,12,SP
3992978,Koyré,12,SP
3993224,Jurij,12,SP
3993230,Feng,12,SP
3993239,Fang,12,SP
3993244,Esso,12,SP
3993269,Duffy,12,SP
3993322,Delio,12,SP
3993343,Dahl,12,SP
3993346,Casato,12,SP
3993347,Brands,12,SP
3993349,Assiri,12,S
3993350,andate,12,VA
3993360,Wanted,12,SP
3993362,Vini,12,SP
3993363,Testi,12,SP
3993365,Testi,12,PD
3993370,svelto,12,A
3993382,Skull,12,
3993383,Shea,12,SP
3993394,rave,12,S
3993402,Pons,12,SP
3993404,Policy,12,S
3993406,Policy,12,SP
3993429,Ostuni,12,SP
3993433,Organo,12,SP
3993451,Nuevo,12,SP
3993463,Nuevo,12,I
3993467,noise,12,S
3993471,noise,12,A
3993476,noise,12,V
3993477,noise,12,SP
3993478,Marías,12,SP
3993724,Lies,12,SP
3993729,Lies,12,S
3993734,lardo,12,S
3993761,Kodak,12,SP
3993779,Kaspar,12,SP
3993788,infuso,12,A
3993789,infuso,12,S
3993805,Fedora,12,SP
3993818,Eight,12,SP
3993821,ebook,12,S
3993881,ebook,12,N
3993883,Django,12,SP
3993884,Ceylon,12,SP
3993889,Cecco,12,SP
3993908,Casata,12,
3993909,Canti,12,SP
3993914,Brit,12,SP
3993917,bonum,12,SW
3993920,bonum,12,S
3993922,Barak,12,SP
3993959,Avila,12,S
3993960,Alexia,12,SP
3993962,Wystan,12,SP
3994207,WiFi,12,N
3994221,WiFi,12,SP
3994222,unus,12,S
3994223,unus,12,SW
3994226,Spore,12,
3994227,Rabin,12,SP
3994233,Quan,12,SP
3994234,Polly,12,SP
3994237,pece,12,S
3994245,Pacis,12,SP
3994287,Pacis,12,V
3994290,Pacis,12,S
3994296,Osip,12,SP
3994543,Neon,12,SP
3994547,motion,12,S
3994554,motion,12,SA
3994555,Modulo,12,SP
3994568,Mallet,12,SP
3994709,Malik,12,SP
3994711,Malik,12,V
3994719,Lyla,12,
3994720,Leona,12,SP
3994724,Jacobi,12,SP
3994727,Intent,12,SP
3994851,Gambia,12,SP
3994858,Custom,12,SP
3994866,Bucci,12,SP
3994939,Beozia,12,SP
3994946,Azzo,12,I
3994947,Azzo,12,SP
3994948,yards,12,S
3994954,uscio,12,S
3994995,Tobi,12,
3994996,tegame,12,S
3995028,skate,12,S
3995029,skate,12,V
3995058,skate,12,A
3995068,Siam,12,SP
3995069,Siam,12,VA
3995072,Semir,12,SP
3995075,Seldon,12,SP
3995076,Sali,12,SP
3995080,Salaam,12,SP
3995081,Roque,12,SP
3995093,Roque,12,PI
3995094,Ready,12,SP
3995110,pigmeo,12,S
3995111,pigmeo,12,A
3995120,pars,12,S
3995122,pars,12,SW
3995123,parma,12,S
3995345,onor,12,S
3995372,nihil,12,S
3995374,messia,12,S
3995398,Medium,12,SP
3995404,Giovi,12,S
3995407,Giovi,12,I
3995410,Giovi,12,SP
3995414,Fiumi,12,
3995415,cuculo,12,S
3995418,Crusca,12,SP
3995422,Cream,12,SP
3995425,CERN,12,S
3995427,CERN,12,SP
3995434,Boxing,12,
3995435,Antony,12,SP
3995446,Weird,12,SP
3995447,vedasi,12,V
3995448,vedasi,12,S
3995449,vedasi,12,A
3995466,vedasi,12,N
3995471,today,12,S
3995483,today,12,SW
3995487,Sounds,12,SP
3995488,singer,12,S
3995491,same,12,S
3995519,same,12,A
3995529,same,12,V
3995548,Reza,12,SP
3995556,return,12,S
3995571,return,12,X
3995572,return,12,DI
3995654,Quia,12,
3995655,port,12,S
3995690,Picchi,12,SP
3995691,nafta,12,S
3995751,Momo,12,I
3995753,Momo,12,SP
3995754,Momo,12,B
3995755,Jamal,12,SP
3995759,inox,12,A
3995760,inox,12,S
3995784,Iesu,12,
3995785,Greek,12,SP
3995812,Greek,12,I
3995815,gitano,12,S
3995821,gitano,12,A
3995829,Dimmi,12,SP
3995830,Comiso,12,SP
3995838,clava,12,S
3995849,boato,12,S
3995884,Blasco,12,SP
3995885,Bette,12,
3995886,Aereo,12,SP
3995918,Suazo,11,SP
3995919,Suazo,11,I
3995928,Suazo,11,DI
3995931,Suazo,11,V
3995936,Suazo,11,A
3996059,Silone,11,SP
3996066,Ramona,11,SP
3996116,Navali,11,SP
3996126,mimica,11,S
3996137,Micene,11,SP
3996147,Laval,11,SP
3996149,Ladies,11,SP
3996155,Khalid,11,SP
3996177,Judo,11,
3996178,Info,11,SP
3996190,Info,11,VA
3996193,Info,11,I
3996196,Info,11,CC
3996229,Info,11,S
3996240,Hyuga,11,SP
3996241,Gonna,11,
3996242,Fozio,11,SP
3996244,Ever,11,SP
3996247,Ermete,11,SP
3996253,Dixit,11,
3996254,Degna,11,SP
3996257,Davos,11,SP
3996285,Davos,11,S
3996292,Coira,11,SP
3996305,chiosa,11,S
3996325,Briggs,11,SP
3996333,Breton,11,SP
3996343,Balla,11,SP
3996348,acino,11,S
3996366,vico,11,S
3996394,stream,11,S
3996405,stream,11,SA
3996459,Steno,11,SP
3996461,should,11,S
3996473,should,11,CS
3996479,should,11,SW
3996491,should,11,E
3996531,Rufo,11,
3996532,Rolls,11,SP
3996609,pagoda,11,S
3996612,Oddo,11,SP
3996615,Oddo,11,I
3996626,Oddo,11,A
3996638,Oddo,11,S
3996736,Module,11,SP
3996740,Manta,11,SP
3996744,Lawson,11,SP
3996753,Kart,11,
3996754,Jonica,11,SP
3996757,Guam,11,SP
3996759,Guam,11,SA
3996785,fundo,11,S
3996823,Fever,11,SP
3996833,Father,11,SP
3996836,Father,11,S
3996845,Drum,11,
3996846,CANDID,11,
3996847,Bliss,11,SP
3996854,Amicis,11,SP
3996877,Wien,11,SP
3996878,Schulz,11,SP
3996889,Samba,11,SP
3996894,Robson,11,SP
3996896,Rebel,11,SP
3996898,Rauti,11,SP
3996900,Ponce,11,SP
3996905,Odio,11,SP
3996906,nisi,11,S
3996907,Mugabe,11,SP
3996927,LIVE,11,S
3996928,LIVE,11,SP
3996929,judo,11,S
3996942,guisa,11,S
3996976,goblin,11,S
3996984,gobba,11,S
3997021,Gala,11,SP
3997023,cactus,11,S
3997032,Brotto,11,SP
3997282,balivo,11,S
3997286,Yates,11,SP
3997289,Xaver,11,SP
3997374,Xaver,11,E
3997422,Voyage,11,SP
3997424,Voyage,11,SA
3997425,Varo,11,SP
3997429,still,11,S
3997457,still,11,SW
3997471,Solvay,11,SP
3997474,simon,11,
3997475,rigato,11,S
3997476,rigato,11,A
3997509,rain,11,S
3997528,potare,11,V
3997554,posata,11,S
3997573,Pezzi,11,SP
3997579,ozio,11,S
3997592,oleoso,11,A
3997609,need,11,S
3997615,need,11,SW
3997641,need,11,E
3997647,Mossul,11,
3997648,Idra,11,SP
3997651,ESPN,11,N
3997652,Donnie,11,SP
3997656,Brick,11,SP
3997658,Boito,11,SP
3997659,Wagon,11,SP
3997735,tundra,11,S
3997743,Tanya,11,SP
3997805,Reni,11,SP
3997813,Regole,11,SP
3997826,Regis,11,
3997827,Quartu,11,SP
3997844,Nativo,11,SP
3997845,Miti,11,SP
3997936,Miti,11,S
3997937,Micah,11,SP
3998024,macina,11,S
3998037,Jonny,11,SP
3998070,ipsi,11,S
3998071,Intini,11,SP
3998083,Fifth,11,SP
3998118,Evert,11,
3998119,Debra,11,SP
3998140,Davey,11,
3998141,Darcy,11,SP
3998190,Clube,11,
3998191,Caduta,11,
3998192,Bourne,11,SP
3998201,Anish,11,SP
3998450,Agri,11,SP
3998460,adsl,11,S
3998482,Romina,11,SP
3998494,Reader,11,SP
3998514,Qoèlet,11,SP
3998763,nokia,11,S
3998769,Nebula,11,SP
3998773,Namor,11,SP
3998777,Mitici,11,
3998778,Mercer,11,SP
3998786,Mendel,11,SP
3998806,Legno,11,SP
3998812,Izumi,11,SP
3998813,Garry,11,SP
3998818,Decima,11,SP
3998820,Crainz,11,SP
3999071,Coda,11,SP
3999138,Cary,11,SP
3999144,Bronte,11,SP
3999149,brocca,11,S
3999163,Balboa,11,SP
3999165,assisa,11,S
3999202,Asian,11,SP
3999211,Arona,11,SP
3999213,Altino,11,
3999214,Albini,11,SP
3999216,Aden,11,SP
3999285,tubulo,11,S
3999295,Sully,11,SP
3999296,Somme,11,SP
3999298,Rocha,11,SP
3999301,Quale,11,CS
3999303,Quale,11,SP
3999308,Pievi,11,
3999309,Pareto,11,SP
3999310,Pareto,11,A
3999319,molino,11,S
3999442,Melis,11,SP
3999444,Leave,11,SP
3999446,hindi,11,S
3999448,hindi,11,A
3999451,ghost,11,S
3999473,fodero,11,S
3999480,feltro,11,S
3999512,Fatah,11,SP
3999570,Eureka,11,SP
3999572,erinni,11,S
3999822,Emidio,11,SP
3999829,Cuoco,11,SP
3999830,colza,11,S
3999884,change,11,S
3999895,change,11,A
3999920,change,11,V
3999934,bands,11,S
3999938,abiura,11,S
3999950,Xiao,11,SP
3999955,Wire,11,SP
3999963,Trolls,11,SP
3999964,Tecla,11,SP
3999971,supra,11,S
3999972,supra,11,A
3999980,supra,11,V
3999985,Split,11,SP
3999991,Quark,11,SP
3999993,PREMIO,11,
3999994,Pigna,11,
3999995,Orte,11,SP
4000030,OpenGL,11,N
4000033,OpenGL,11,SP
4000044,Nesta,11,SP
4000171,Naxos,11,SP
4000178,ippico,11,A
4000183,Dalida,11,SP
4000186,Crozza,11,SP
4000194,cachet,11,SW
4000206,Brin,11,SP
4000211,Briga,11,SP
4000216,Barre,11,SP
4000222,Array,11,SP
4000298,Yasser,11,SP
4000321,Weil,11,SP
4000323,Vasa,11,SP
4000326,trust,11,SW
4000365,Spira,11,SP
4000368,Sorano,11,SP
4000370,magio,11,S
4000436,Mace,11,SP
4000446,Lodron,11,
4000447,Langa,11,
4000448,godin,11,S
4000460,Galois,11,SP
4000463,Crocco,11,SP
4000465,Cavo,11,SP
4000470,bolgia,11,S
4000479,Aretha,11,SP
4000480,animam,11,
4000481,Amaro,11,SP
4000486,Zeiss,11,SP
4000490,Words,11,SP
4000495,Were,11,SP
4000498,Weir,11,SP
4000503,Trier,11,SP
4000514,three,11,S
4000517,three,11,A
4000518,three,11,SW
4000537,Tenero,11,SP
4000540,Teal,11,SP
4000593,Stoker,11,SP
4000601,skill,11,S
4000602,skill,11,PP
4000610,skill,11,SW
4000618,skill,11,EA
4000632,shirky,11,S
4000644,Shaun,11,SP
4000653,Rescue,11,SP
4000658,Rescue,11,S
4000671,para,11,S
4000781,Oscure,11,
4000782,Newark,11,SP
4000785,mixato,11,S
4000790,mixato,11,V
4000791,Maru,11,SP
4000793,Mall,11,SP
4000799,Liza,11,SP
4000823,Libre,11,S
4000824,khan,11,SW
4000866,Isidro,11,SP
4000868,Gotico,11,SP
4000878,gold,11,S
4000883,gold,11,SW
4000885,Gambo,11,
4000886,Enough,11,
4000887,custom,11,S
4000892,custom,11,SA
4000893,Crespo,11,SP
4000944,Crespo,11,B
4000958,Cees,11,SP
4001205,award,11,S
4001211,award,11,SW
4001212,Athena,11,SP
4001217,Ariane,11,SP
4001225,Annone,11,SP
4001226,alito,11,S
4001280,Yankee,11,SP
4001287,Within,11,SP
4001288,Teorie,11,SP
4001290,Teorie,11,S
4001292,tempus,11,S
4001296,subsp.,11,
4001297,Pops,11,SP
4001306,polipo,11,S
4001311,Picone,11,SP
4001329,Nuoto,11,
4001330,Munari,11,SP
4001354,mortem,11,S
4001363,Lives,11,SP
4001364,Lives,11,S
4001377,Larsen,11,SP
4001390,cetra,11,S
4001396,Celine,11,SP
4001398,Buena,11,A
4001399,Buena,11,SP
4001403,Bring,11,SP
4001407,aequo,11,S
4001409,aequo,11,A
4001410,Velino,11,SP
4001411,Veduta,11,
4001412,Tanaka,11,SP
4001415,Rotary,11,SP
4001420,romeo,11,A
4001422,romeo,11,S
4001561,Risk,11,SP
4001568,rigo,11,S
4001633,rebus,11,S
4001670,Random,11,SP
4001680,lineup,11,S
4001681,Kamui,11,
4001682,juve,11,
4001683,Jürgen,11,SP
4001685,Jewish,11,SP
4001694,Indoor,11,
4001695,Iggy,11,SP
4001697,hippy,11,A
4001704,Goran,11,SP
4001722,Falk,11,SP
4001741,Else,11,SP
4001754,Dolci,11,SP
4001762,cavea,11,S
4001771,Buda,11,SP
4001776,Bravi,11,
4001777,Bane,11,
4001778,Angie,11,SP
4001786,again,11,S
4001794,again,11,SW
4001804,again,11,B
4001807,Warp,11,
4001808,wafer,11,SW
4001895,VERO,11,B
4001896,Unreal,11,SP
4001899,Trial,11,SP
4001900,Svolse,11,SP
4001902,Salo,11,
4001903,Panic,11,SP
4001905,Nigro,11,SP
4001931,Mieli,11,SP
4001939,Lucani,11,SP
4001940,Lens,11,SP
4001953,Kofi,11,SP
4001965,kimono,11,SW
4001980,grey,11,S
4002017,grey,11,SA
4002124,gaffa,11,S
4002154,Flacco,11,SP
4002160,Fëdor,11,
4002161,Disk,11,SP
4002182,Degas,11,SP
4002185,Degas,11,S
4002193,cerio,11,S
4002205,cash,11,S
4002253,Bryce,11,SP
4002269,winer,11,S
4002281,Whig,11,
4002282,venoso,11,A
4002292,Trick,11,SP
4002293,Tonale,11,SP
4002294,taleb,11,S
4002306,Stoke,11,SP
4002311,rosen,11,S
4002323,Pato,11,SP
4002324,Pato,11,S
4002337,Pato,11,A
4002342,Pato,11,V
4002353,Pato,11,I
4002381,non.,11,S
4002384,non.,11,SA
4002394,non.,11,CC
4002408,Ninfa,11,SP
4002410,NIENTE,11,PI
4002427,MONK,11,
4002428,Mimun,11,SP
4002441,Mérida,11,SP
4002444,Langhe,11,SP
4002453,Lamb,11,SP
4002456,Jobim,11,
4002457,Jeorge,11,SP
4002708,Irons,11,
4002709,Hera,11,SP
4002711,Graie,11,SP
4002712,Gotor,11,SP
4002958,Gòmez,11,SP
4003204,giapp.,11,
4003205,geary,11,S
4003217,Fortis,11,SP
4003225,Duarte,11,SP
4003231,Daumal,11,SP
4003477,dativo,11,S
4003478,dativo,11,A
4003527,Coach,11,SP
4003533,Barba,11,
4003534,away,11,S
4003544,away,11,SW
4003546,away,11,A
4003550,Verano,11,SP
4003571,vallo,11,S
4003609,Terzi,11,SP
4003644,Tahiti,11,SP
4003651,sveva,11,
4003652,Squire,11,SP
4003654,Savoca,11,
4003655,Ruscha,11,SP
4003904,Raid,11,S
4003905,Nippur,11,
4003906,Nevers,11,SP
4003907,Labour,11,SP
4003914,itaque,11,
4003915,Italie,11,SP
4003917,Italie,11,S
4003918,Italie,11,B
4003931,Horne,11,SP
4003938,Godard,11,SP
4003940,gelata,11,S
4003958,Fogli,11,SP
4003962,fire,11,S
4003984,fire,11,V
4003993,fire,11,A
4004001,Febbre,11,
4004002,Duse,11,SP
4004007,Cheryl,11,SP
4004027,briga,11,S
4004069,Berio,11,SP
4004073,Behind,11,S
4004074,Behind,11,SP
4004076,Atkins,11,SP
4004080,Voltri,11,S
4004081,Voltri,11,SP
4004086,Venera,11,
4004087,Tucson,11,SP
4004109,Storo,11,
4004110,spezia,11,S
4004111,Savini,11,SP
4004134,racemo,11,S
4004135,PMLI,11,S
4004146,pigna,11,S
4004216,Picco,11,SP
4004220,Phone,11,SP
4004223,Mégane,11,SP
4004312,Mégane,11,S
4004349,locum,11,
4004350,Levine,11,SP
4004353,Klan,11,SP
4004362,Ishida,11,
4004363,Hertz,11,SP
4004373,Gobbi,11,SP
4004440,Garner,11,SP
4004456,Finzi,11,SP
4004459,Ėmil',11,SP
4004705,edera,11,S
4004736,Deva,11,SP
4004753,Decimo,11,SP
4004757,Chin,11,SP
4004762,Bucky,11,
4004763,boemo,11,S
4004768,Avalos,11,SP
4004771,Avalos,11,S
4004773,Apulia,11,SP
4004774,Apulia,11,DI
4004778,Twist,11,SP
4004780,teaser,11,S
4004814,Taubes,11,SP
4005060,Sharm,11,SP
4005071,semper,11,V
4005073,semper,11,A
4005074,semper,11,S
4005077,Rodotà,11,SP
4005096,Piola,11,SP
4005097,Numa,11,SP
4005102,Nimrod,11,SP
4005125,Murge,11,
4005126,McLean,11,N
4005127,McLean,11,SP
4005128,Mata,11,SP
4005133,Maps,11,SP
4005162,Limbo,11,SP
4005171,layer,11,S
4005186,Labor,11,SP
4005189,Labor,11,S
4005205,Homme,11,SP
4005208,Hearst,11,SP
4005232,Hair,11,SP
4005233,Ghetto,11,
4005234,Find,11,SP
4005242,Dokken,11,
4005243,barare,11,V
4005273,bang,11,S
4005334,Alia,11,SP
4005353,aerare,11,V
4005430,timo,11,S
4005448,tech,11,
4005449,stuolo,11,S
4005470,small,11,S
4005472,small,11,SW
4005474,small,11,V
4005477,small,11,SA
4005494,silos,11,SW
4005502,silos,11,S
4005540,Sexy,11,
4005541,rubato,11,A
4005606,Pepsi,11,SP
4005619,ONLUS,11,SP
4005620,ONLUS,11,S
4005624,Nereo,11,SP
4005636,negato,11,A
4005666,mola,11,S
4005682,Micol,11,SP
4005708,malga,11,S
4005717,Málaga,11,SP
4005718,Loves,11,SP
4005725,Lepus,11,
4005726,lenire,11,V
4005761,ICBM,11,SP
4005842,Iacopo,11,SP
4005861,IAAF,11,
4005862,hodie,11,
4005863,Hades,11,SP
4005866,gotta,11,S
4005867,gnocco,11,S
4005901,Giulie,11,SP
4005904,genare,11,V
4005970,Gemina,11,SP
4005975,Festo,11,SP
4005980,duoi,11,AP
4005982,duoi,11,A
4005986,duoi,11,V
4006006,duoi,11,S
4006196,duoi,11,PP
4006219,Cyber,11,SP
4006263,CUORE,11,SP
4006264,Coyaud,11,SP
4006510,codino,11,S
4006518,capote,11,SW
4006593,Canaan,11,SP
4006594,Brizzi,11,SP
4006615,Beau,11,SP
4006687,wall,11,SW
4006688,wall,11,S
4006690,Valnet,11,SP
4006936,Stava,11,VA
4006945,Stasi,11,SP
4006951,Stasi,11,B
4006952,seed,11,S
4006959,seed,11,SW
4006961,score,11,SW
4006973,Salomè,11,
4006974,salico,11,
4006975,Sabine,11,
4006976,Règis,11,SP
4007222,Puebla,11,SP
4007238,Niels,11,SP
4007250,Maglia,11,SP
4007251,Lenoci,11,
4007252,Garp,11,
4007253,gaber,11,S
4007499,Fran,11,SP
4007514,fiala,11,S
4007544,facie,11,S
4007545,Enza,11,SP
4007559,Duel,11,SP
4007575,Devi,11,VM
4007579,Devi,11,SP
4007583,Devi,11,V
4007611,Comici,11,
4007612,bluff,11,SW
4007643,wikio,11,S
4007889,Stihl,11,SP
4008135,square,11,S
4008141,square,11,V
4008147,Skoda,11,SP
4008182,Skoda,11,V
4008201,Skoda,11,S
4008205,Shine,11,CS
4008206,Shine,11,SP
4008210,Saffo,11,SP
4008261,Roseto,11,
4008262,Riuscì,11,B
4008263,replay,11,SW
4008282,Reis,11,SP
4008285,reagan,11,
4008286,Ophrys,11,
4008287,Oberto,11,SP
4008288,Nedved,11,SP
4008305,Nedved,11,CC
4008391,logoro,11,A
4008442,Legs,11,SP
4008445,Joanna,11,SP
4008459,hronir,11,S
4008705,Gora,11,SP
4008707,Glover,11,SP
4008711,Glover,11,I
4008723,Figi,11,SP
4008730,Eyck,11,SP
4008733,escort,11,S
4008752,escort,11,N
4008760,Elmo,11,
4008761,Dorset,11,SP
4008763,Dàvila,11,SP
4009009,Connie,11,SP
4009018,Casas,11,SP
4009024,Bizkit,11,SP
4009026,Bidòn,11,SP
4009272,Belitt,11,SP
4009518,Yoshi,11,
4009519,Weapon,11,SP
4009540,viuzza,11,S
4009549,upon,11,S
4009556,upon,11,SW
4009563,Tinto,11,SP
4009573,TFSI,11,S
4009577,TFSI,11,A
4009580,TFSI,11,SA
4009583,TFSI,11,B
4009589,TFSI,11,PC
4009599,TFSI,11,SP
4009607,TFSI,11,N
4009624,TFSI,11,VA
4009792,svevo,11,
4009793,Sumeri,11,SP
4009795,Sumeri,11,S
4009797,Spade,11,SP
4009798,Sloane,11,SP
4009799,Sentry,11,SP
4009816,Samara,11,SP
4009817,Roccia,11,SP
4009825,Papini,11,SP
4009829,Omaha,11,SP
4009835,Musso,11,SP
4009840,Miró,11,SP
4009847,legis,11,SW
4009849,legis,11,B
4009854,legis,11,A
4009856,legis,11,S
4009861,Kursk,11,SP
4009876,Jonio,11,SP
4009880,Jonio,11,N
4009898,Jaina,11,SP
4009899,Isle,11,SP
4009902,height,11,S
4009904,height,11,SW
4009917,Haas,11,SP
4009918,fork,11,S
4009920,fork,11,SA
4009935,Flip,11,SP
4009938,Figo,11,SP
4010058,Fide,11,SP
4010059,Defoe,11,SP
4010073,colà,11,S
4010082,colà,11,B
4010084,colà,11,SP
4010087,colà,11,V
4010088,Bering,11,SP
4010090,Baum,11,SP
4010163,totem,11,SW
4010188,Threat,11,SP
4010189,Sidone,11,SP
4010197,Scale,11,SP
4010204,Satta,11,SP
4010226,ortica,11,S
4010261,Oddio,11,I
4010330,jeff,11,
4010331,hanc,11,
4010332,figuro,11,S
4010393,feccia,11,S
4010428,Errico,11,SP
4010442,Celano,11,
4010443,Carrey,11,SP
4010444,burqa,11,S
4010457,Aubrey,11,SP
4010463,Andres,11,SP
4010506,Allam,11,I
4010507,Allam,11,SP
4010526,Zenit,10,SP
4010534,Ungari,10,SP
4010538,Suisse,10,SP
4010541,Suisse,10,CS
4010551,Slade,10,SP
4010553,sfottò,10,S
4010567,sfottò,10,CC
4010580,self,10,S
4010586,self,10,A
4010595,self,10,SW
4010598,self,10,SP
4010640,Rolex,10,SP
4010654,Oleg,10,SP
4010665,Navajo,10,SP
4010671,monta,10,S
4010740,Manna,10,SP
4010741,lince,10,S
4010763,legio,10,
4010764,He-Man,10,N
4010765,Hands,10,SP
4010768,Gialla,10,SP
4010775,flap,10,S
4010824,Emacs,10,SP
4010904,elle,10,S
4010986,Bolena,10,SP
4011019,Beit,10,SP
4011036,Baez,10,SP
4011041,Atta,10,
4011042,Aster,10,SP
4011067,Ante,10,SP
4011068,Abbado,10,SP
4011095,User,10,SP
4011116,swap,10,S
4011121,swap,10,SW
4011144,Pandev,10,SP
4011154,Pandev,10,PC
4011276,Pacini,10,SP
4011284,OPEN,10,S
4011406,NSDAP,10,CC
4011407,musivo,10,A
4011408,Much,10,SP
4011417,Much,10,S
4011422,Much,10,I
4011440,miopia,10,S
4011472,mercé,10,S
4011491,Legal,10,S
4011493,Legal,10,SP
4011506,ignis,10,
4011507,Hasbro,10,SP
4011515,Gospel,10,SP
4011517,etimo,10,S
4011520,esoso,10,A
4011546,equale,10,A
4011547,equale,10,S
4011552,equale,10,V
4011788,diktat,10,SW
4011816,Danzo,10,
4011817,Coruña,10,
4011818,Bacone,10,SP
4011831,Annan,10,SP
4011850,Uruk,10,SP
4011851,Unica,10,SP
4011853,Tomasi,10,SP
4011864,tivù,10,S
4011881,Senesi,10,SP
4011889,RaiSat,10,N
4011891,RaiSat,10,SP
4011897,Quis,10,
4011898,poleis,10,S
4011908,poleis,10,A
4011911,poleis,10,B
4011917,PdCI,10,N
4011920,PdCI,10,S
4011940,onlus,10,S
4011969,onlus,10,SW
4011971,Omnia,10,SP
4011973,MEZZO,10,
4011974,martin,10,
4011975,Manet,10,SP
4011996,Maira,10,
4011997,Kuiper,10,SP
4012002,HDMI,10,S
4012008,Grigi,10,
4012009,Gamba,10,SP
4012013,femme,10,S
4012021,femme,10,V
4012024,Female,10,SP
4012028,exit,10,S
4012044,exit,10,SW
4012053,estis,10,SW
4012054,estis,10,B
4012066,estis,10,S
4012068,Bosio,10,SP
4012070,Boote,10,SP
4012083,Aviano,10,SP
4012108,Assago,10,SP
4012111,Assago,10,S
4012132,Artur,10,SP
4012144,Ancien,10,SP
4012145,Afrika,10,
4012146,Zampa,10,SP
4012151,uriti,10,
4012152,those,10,S
4012154,those,10,SW
4012155,those,10,A
4012183,those,10,V
4012192,Tazio,10,SP
4012212,sterno,10,S
4012223,soviet,10,SW
4012264,Smile,10,SP
4012268,scotto,10,S
4012349,Santu,10,SP
4012350,Saline,10,
4012351,RAID,10,SP
4012371,Owens,10,SP
4012373,odiati,10,A
4012375,fumoso,10,A
4012415,favo,10,S
4012455,Drava,10,SP
4012456,crampo,10,S
4012476,caffé,10,S
4012508,caffé,10,I
4012515,caffé,10,SP
4012516,caffé,10,CC
4012518,caffé,10,CS
4012519,Belice,10,SP
4012525,banjo,10,S
4012528,Vishnu,10,SP
4012529,Suarez,10,SP
4012541,Suarez,10,V
4012542,Suarez,10,CS
4012545,Suarez,10,PC
4012566,silver,10,S
4012579,Scanio,10,SP
4012628,Rough,10,SP
4012629,proxy,10,S
4012636,proxy,10,SW
4012637,proxy,10,A
4012671,Notte,10,
4012672,Moscow,10,SP
4012681,Meteo,10,SP
4012683,Manca,10,SP
4012689,Making,10,SP
4012698,Joule,10,SP
4012718,Irpef,10,SP
4012761,Irpef,10,I
4012765,Irpef,10,A
4012783,Incisa,10,SP
4012784,Gerais,10,SP
4012792,fuor,10,B
4012799,fuor,10,E
